content,aspect,sentiment,from,to
the question we must decide is whether the fdas approvals provide wyeth with a complete defense to levines tort claims,wyeth,1,66,71
the question we must decide is whether the fdas approvals provide wyeth with a complete defense to levines tort claims,levines,-1,99,106
the fdas approvals provide wyeth with a complete defense to levines tort claims,wyeth,1,27,32
the fdas approvals provide wyeth with a complete defense to levines tort claims,levines,-1,60,67
levines injury resulted from an ivpush injection of phenergan,levines,-1,0,7
on april 7 2000 as on previous visits to her local clinic for treatment of a migraine headache she received an intramuscular injection of demerol for her headache and phenergan for her nausea,her,1,41,44
on april 7 2000 as on previous visits to her local clinic for treatment of a migraine headache she received an intramuscular injection of demerol for her headache and phenergan for her nausea,she,1,95,98
on april 7 2000 as on previous visits to her local clinic for treatment of a migraine headache she received an intramuscular injection of demerol for her headache and phenergan for her nausea,her,1,150,153
she received an intramuscular injection of demerol for her headache and phenergan for her nausea,she,1,0,3
she received an intramuscular injection of demerol for her headache and phenergan for her nausea,her,1,55,58
because the combination did not provide relief she returned later that day and received a second injection of both drugs,she,-1,47,50
she returned later that day and received a second injection of both drugs,she,-1,0,3
this time the physician assistant administered the drugs by the ivpush method and phenergan entered levines artery either because the needle penetrated an artery directly or because the drug escaped from the vein into surrounding tissue a phenomenon called perivascular extravasation where it came in contact with arterial blood,levines,-1,100,107
this time the physician assistant administered the drugs by the ivpush method and phenergan entered levines artery,levines,-1,100,107
as a result levine developed gangrene and doctors amputated first her right hand and then her entire forearm,levine,-1,12,18
as a result levine developed gangrene and doctors amputated first her right hand and then her entire forearm,her,-1,66,69
as a result levine developed gangrene and doctors amputated first her right hand and then her entire forearm,her,-1,90,93
levine developed gangrene,levine,-1,0,6
doctors amputated first her right hand,her,-1,24,27
in addition to her pain and suffering levine incurred substantial medical expenses and the loss of her livelihood as a professional musician,levine,-1,38,44
in addition to her pain and suffering levine incurred substantial medical expenses and the loss of her livelihood as a professional musician,her,-1,15,18
in addition to her pain and suffering levine incurred substantial medical expenses and the loss of her livelihood as a professional musician,her,-1,99,102
after settling claims against the health center and clinician levine brought an action for damages against wyeth relying on commonlaw negligence and strictliability theories,wyeth,-1,107,112
after settling claims against the health center and clinician levine brought an action for damages against wyeth relying on commonlaw negligence and strictliability theories,levine,1,62,68
levine alleged that the labeling was defective because it failed to instruct clinicians to use the ivdrip method of intravenous administration instead of the higher risk ivpush method,levine,-1,0,6
more broadly she alleged that phenergan is not reasonably safe for intravenous administration because the foreseeable risks of gangrene and loss of limb are great in relation to the drugs therapeutic benefits,she,-1,13,16
wyeth filed a motion for summary judgment arguing that levines failuretowarn claims were preempted by federal law,wyeth,1,0,5
wyeth filed a motion for summary judgment arguing that levines failuretowarn claims were preempted by federal law,levines,-1,55,62
wyeth filed a motion for summary judgment,wyeth,1,0,5
the court found no merit in either wyeths field preemption argument which it has since abandoned or its conflict preemption argument,wyeths,-1,35,41
the court found no merit in either wyeths field preemption argument,wyeths,-1,35,41
with respect to the contention that there was an actual conflict between a specific fda order id at 21 and levines failuretowarn action the court reviewed the sparse correspondence between wyeth and the fda about phenergans labeling and found no evidence that wyeth had earnestly attempted to strengthen the intraarterial injection warning or that the fda had specifically disallowed stronger language,wyeth,-1,189,194
with respect to the contention that there was an actual conflict between a specific fda order id at 21 and levines failuretowarn action the court reviewed the sparse correspondence between wyeth and the fda about phenergans labeling and found no evidence that wyeth had earnestly attempted to strengthen the intraarterial injection warning or that the fda had specifically disallowed stronger language,levines,-1,107,114
there was an actual conflict between a specific fda order id at 21 and levines failuretowarn action the court reviewed the sparse correspondence between wyeth and the fda about phenergans labeling and found no evidence,wyeth,-1,153,158
there was an actual conflict between a specific fda order id at 21 and levines failuretowarn action the court reviewed the sparse correspondence between wyeth and the fda about phenergans labeling and found no evidence,levines,-1,71,78
wyeth had earnestly attempted to strengthen the intraarterial injection warning,wyeth,1,0,5
the trial record also contains correspondence between wyeth and the fda discussing phenergans label,wyeth,1,54,59
in 1973 and 1976 wyeth submitted supplemental new drug applications which the agency approved after proposing labeling changes,wyeth,1,17,22
in 1973 and 1976 wyeth submitted supplemental new drug applications,wyeth,1,17,22
over the next 17 years wyeth and the fda intermittently corresponded about phenergans label,wyeth,1,23,28
the most notable activity occurred in 1987 when the fda suggested different warnings about the risk of arterial exposure and in 1988 when wyeth submitted revised labeling incorporating the proposed changes,wyeth,1,138,143
wyeth submitted revised labeling incorporating the proposed changes,wyeth,1,0,5
instead in 1996 it requested from wyeth the labeling then in use and without addressing wyeths 1988 submission instructed it to retain verbiage in current label regarding intraarterial injection,wyeth,-1,34,39
he has lived in this country for most of his life,he,0,0,2
without addressing wyeths 1988 submission instructed it to retain verbiage in current label regarding intraarterial injection,wyeths,-1,19,25
after a few further changes to the labeling not related to intraarterial injection the fda approved wyeths 1981 application in 1998 instructing that phenergans final printed label must be identical to the approved package insert,wyeths,1,100,106
it could consider evidence of wyeths compliance with fda requirements,wyeths,1,30,36
it awarded total damages of 7400000 which the court reduced to account for levines earlier settlement with the health center and clinician,levines,1,75,82
the court reduced to account for levines earlier settlement with the health center and clinician,levines,1,33,40
on august 3 2004 the trial court filed a comprehensive opinion denying wyeths motion for judgment as a matter of law,wyeths,-1,71,77
failuretowarn claims like levines obstruct the federal regulation of drug labeling,levines,-1,26,33
we conclude that it is not impossible for wyeth to comply with its state and federal law obligations and that levines commonlaw claims do not stand as an obstacle to the accomplishment of congress purposes in the fdca,wyeth,-1,42,47
we conclude that it is not impossible for wyeth to comply with its state and federal law obligations and that levines commonlaw claims do not stand as an obstacle to the accomplishment of congress purposes in the fdca,levines,1,110,117
it is not impossible for wyeth to comply with its state and federal law obligations,wyeth,-1,25,30
levines commonlaw claims do not stand as an obstacle to the accomplishment of congress purposes in the fdca,levines,1,0,7
wyeth argues that the presumption against preemption should not apply to this case because the federal government has regulated drug labeling for more than a century,wyeth,1,0,5
when the fda approved wyeths application it instructed wyeth to retain the wording in its current label,wyeths,1,22,28
the fda approved wyeths application,wyeths,1,17,23
it instructed wyeth to retain the wording in its current label,wyeth,1,14,19
during the trial court proceedings levine indicated that the language proposed in 1988 would have more strongly warned against ivpush administration,levine,1,35,41
during the trial court proceedings levine indicated,levine,0,35,41
indeed respondent conceded below that wyeth did propose an adequate warning of phenergans risks,wyeth,1,38,43
indeed respondent conceded below that wyeth did propose an adequate warning of phenergans risks,respondent,-1,7,17
respondent pinhas an ophthalmologist on the staff of petitioner midway hospital medical center filed a suit in the district court asserting a violation inter alia of 1 of the sherman act by midway and other petitioners including several doctors,petitioners,1,207,218
respondent pinhas an ophthalmologist on the staff of petitioner midway hospital medical center filed a suit in the district court asserting a violation inter alia of 1 of the sherman act by midway and other petitioners including several doctors,midway,1,64,70
respondent pinhas an ophthalmologist on the staff of petitioner midway hospital medical center filed a suit in the district court asserting a violation inter alia of 1 of the sherman act by midway and other petitioners including several doctors,respondent pinhas,-1,0,17
asserting a violation inter alia of 1 of the sherman act by midway and other petitioners including several doctors,midway,1,60,66
asserting a violation inter alia of 1 of the sherman act by midway and other petitioners including several doctors,petitioners,1,77,88
rather the court found that midways peer review proceedings obviously affected the hospitals interstate commerce because they affected its entire staff and that pinhas need not make a particularized showing of the effect on interstate commerce caused by the alleged conspiracy,midways,-1,28,35
rather the court found that midways peer review proceedings obviously affected the hospitals interstate commerce because they affected its entire staff and that pinhas need not make a particularized showing of the effect on interstate commerce caused by the alleged conspiracy,pinhas,1,161,167
midways peer review proceedings obviously affected the hospitals interstate commerce,midways,-1,0,7
pinhas need not make a particularized showing of the effect on interstate commerce caused by the alleged conspiracy,pinhas,1,0,6
pinhas allegations satisfy the acts jurisdictional requirements,pinhas,1,0,6
to be successful pinhas need not allege an actual effect on interstate commerce,pinhas,1,17,23
thus petitioners erroneously contend that a boycott of a single surgeon unlike a conspiracy to destroy a hospital department or a hospital has no 500 us 322 323 effect on interstate commerce because there remains an adequate supply of others to perform services for his patients,petitioners,-1,5,16
thus petitioners erroneously contend that a boycott of a single surgeon unlike a conspiracy to destroy a hospital department or a hospital has no 500 us 322 323 effect on interstate commerce because there remains an adequate supply of others to perform services for his patients,his,1,266,269
thus petitioners erroneously contend,petitioners,-1,5,16
there remains an adequate supply of others to perform services for his patients,his,0,67,70
this case involves an alleged restraint on the practice of ophthalmological services accomplished by an alleged misuse of a congressionally regulated peer review process which has been characterized as the gateway controlling access to the market for pinhas services,pinhas,-1,251,257
has been characterized as the gateway controlling access to the market for pinhas services,pinhas,0,75,81
when the competitive significance of respondents exclusion from the market is measured not by a particularized evaluation of his practice but by a general evaluation of the restraints impact on other participants and potential participants in that market the restraint is covered by the act,respondents,-1,37,48
when the competitive significance of respondents exclusion from the market is measured not by a particularized evaluation of his practice but by a general evaluation of the restraints impact on other participants and potential participants in that market the restraint is covered by the act,his,-1,125,128
the competitive significance of respondents exclusion from the market is measured not by a particularized evaluation of his practice,respondents,-1,32,43
the competitive significance of respondents exclusion from the market is measured not by a particularized evaluation of his practice,his,-1,120,123
the question presented is whether the interstate commerce requirement of antitrust jurisdiction is satisfied by allegations that petitioners conspired to exclude respondent a duly licensed and practicing physician and surgeon from the market for ophthalmological services in los angeles because he refused to follow an unnecessarily costly surgical procedure,petitioners,-1,129,140
the question presented is whether the interstate commerce requirement of antitrust jurisdiction is satisfied by allegations that petitioners conspired to exclude respondent a duly licensed and practicing physician and surgeon from the market for ophthalmological services in los angeles because he refused to follow an unnecessarily costly surgical procedure,respondent,-1,162,172
the question presented is whether the interstate commerce requirement of antitrust jurisdiction is satisfied by allegations that petitioners conspired to exclude respondent a duly licensed and practicing physician and surgeon from the market for ophthalmological services in los angeles because he refused to follow an unnecessarily costly surgical procedure,he,-1,295,297
petitioners conspired to exclude respondent,petitioners,-1,0,11
petitioners conspired to exclude respondent,respondent,-1,33,43
he refused to follow an unnecessarily costly surgical procedure,he,-1,0,2
pinhas filed a complaint in district court alleging that petitioners summit health ltd summit midway hospital medical center midway its medical staff and others had entered into a conspiracy to drive him out of business so that other ophthalmologists and eye physicians including four of the petitioners will have a greater share of the eye care and ophthalmic surgery in los 500 us 322 325 angeles,petitioners,-1,57,68
pinhas filed a complaint in district court alleging that petitioners summit health ltd summit midway hospital medical center midway its medical staff and others had entered into a conspiracy to drive him out of business so that other ophthalmologists and eye physicians including four of the petitioners will have a greater share of the eye care and ophthalmic surgery in los 500 us 322 325 angeles,pinhas,-1,0,6
pinhas filed a complaint in district court alleging that petitioners summit health ltd summit midway hospital medical center midway its medical staff and others had entered into a conspiracy to drive him out of business so that other ophthalmologists and eye physicians including four of the petitioners will have a greater share of the eye care and ophthalmic surgery in los 500 us 322 325 angeles,him,-1,200,203
pinhas filed a complaint in district court alleging,pinhas,1,0,6
midway hospital medical center midway its medical staff and others had entered into a conspiracy to drive him out of business,midway,-1,0,6
midway hospital medical center midway its medical staff and others had entered into a conspiracy to drive him out of business,him,-1,106,109
appellees contention that pinhas failed to allege a nexus with interstate commerce because the absence of pinhas services will not drastically affect the interstate commerce of midway therefore misses the mark and must be rejected,pinhas,1,26,32
pinhas failed to allege a nexus with interstate commerce,pinhas,-1,0,6
the absence of pinhas services will not drastically affect the interstate commerce of midway therefore misses the mark,pinhas,1,15,21
on may 17 1989 the superior court of california denied respondents request for further relief,respondents,-1,55,66
the motion to quash and the demurrers were overruled and petitioners here renew their objections,petitioners,1,57,68
the demurrers were overruled and petitioners here renew their objections,petitioners,1,33,44
petitioners glasser and roth claim that the evidence was insufficient to support the verdict,petitioners,1,0,11
petitioners glasser and roth claim that the evidence was insufficient to support the verdict,glasser,1,12,19
petitioners glasser and roth claim that the evidence was insufficient to support the verdict,roth,1,24,28
kretske makes no such argument but merely contends that the governments testimony was largely that of accomplices to emphasize the inescapable conclusion that the evidence against petitioner  kretske was of a borderline character,petitioner,-1,180,190
kretske makes no such argument but merely contends that the governments testimony was largely that of accomplices to emphasize the inescapable conclusion that the evidence against petitioner  kretske was of a borderline character,governments,1,60,71
the governments testimony was largely that of accomplices to emphasize the inescapable conclusion,governments,1,4,15
the evidence against petitioner  kretske was of a borderline character,petitioner,-1,21,31
the government attacks this argument as unsound and relying on the doctrin,government,1,4,14
the declarations of kretske were admissible against glasser,glasser,0,52,59
the declarations of kretske were admissible against glasser,kretske,-1,20,27
glasser urges that independent of the statements complained of there is no proof connecting him with the conspiracy,glasser,1,0,7
glasser urges that independent of the statements complained of there is no proof connecting him with the conspiracy,him,1,92,95
glasser apologized to him after his indictment,glasser,1,0,7
the verdict of a jury must be sustained if there is substantial evidence taking the view most favorable to the government to support it,government,1,111,121
the reports of investigators of the alcohol tax unit on stills at western avenue and at spring grove operated by the defendant kaplan and his associates were admitted as government exhibits 81a and 113,defendant kaplan,1,117,133
each contained statements taken from prospective witnesses by the investigators and each gave a description of the prospective defendants,defendants,0,127,137
each gave a description of the prospective defendants,defendants,0,43,53
the record before us contains no indication that the jury was later informed that the exhibits were evidence against the defendants other than glasser,glasser,1,143,150
the record before us contains no indication that the jury was later informed that the exhibits were evidence against the defendants other than glasser,defendants,1,121,131
the exhibits were evidence against the defendants other than glasser,glasser,1,61,68
the exhibits were evidence against the defendants other than glasser,defendants,1,39,49
the claim of kretske and roth that the admission of these reports was prejudicial to kaplan and that they are entitled to take advantage of that error ignores the fact that they were admitted against glasser alone,kretske,1,13,20
the claim of kretske and roth that the admission of these reports was prejudicial to kaplan and that they are entitled to take advantage of that error ignores the fact that they were admitted against glasser alone,roth,1,25,29
the claim of kretske and roth that the admission of these reports was prejudicial to kaplan and that they are entitled to take advantage of that error ignores the fact that they were admitted against glasser alone,glasser,1,200,207
the claim of kretske and roth that the admission of these reports was prejudicial to kaplan and that they are entitled to take advantage of that error ignores the fact that they were admitted against glasser alone,they,1,101,105
the claim of kretske and roth that the admission of these reports was prejudicial to kaplan and that they are entitled to take advantage of that error ignores the fact that they were admitted against glasser alone,they,1,173,177
the claim of kretske and roth that the admission of these reports was prejudicial to kaplan and that they are entitled to take advantage of that error ignores the fact that they were admitted against glasser alone,kaplan,-1,85,91
they are entitled to take advantage of that error,they,1,0,4
the government did not controvert the affidavits by counteraffidavits or formal denial and it does not appear from the record that any argument was heard on them,government,-1,4,14
the government did not controvert the affidavits by counteraffidavits or formal denial,government,-1,4,14
from this petitioners argue that the allegations of the affidavits are to be taken as true for the purpose of the motion,petitioners,1,10,21
we conclude that the conviction of glasser must be set aside and the cause as to him remanded to the district 315 us 60 88 court for the eastern division of the northern district of illinois for a new trial,glasser,-1,35,42
we conclude that the conviction of glasser must be set aside and the cause as to him remanded to the district 315 us 60 88 court for the eastern division of the northern district of illinois for a new trial,him,-1,81,84
the conviction of glasser must be set aside and the cause as to him remanded to the district 315 us 60 88,glasser,-1,18,25
the conviction of glasser must be set aside and the cause as to him remanded to the district 315 us 60 88,him,-1,64,67
to set aside the conviction of glasser  a lawyer who served as an assistant united states attorney for more than four years after a trial lasting longer than a month on the ground that he was denied the basic constitutional right to have the assistance of counsel for his defense is to give fresh point to this regrettably familiar phenomenon,glasser,-1,31,38
to set aside the conviction of glasser  a lawyer who served as an assistant united states attorney for more than four years after a trial lasting longer than a month on the ground that he was denied the basic constitutional right to have the assistance of counsel for his defense is to give fresh point to this regrettably familiar phenomenon,he,-1,185,187
to set aside the conviction of glasser,glasser,-1,31,38
the fact that glasser is an attorney of course does not mean that he is not entitled to the protection which is afforded all persons by the sixth amendment,glasser,1,14,21
the government frankly concedes that the case with respect to glasser depends in large part  upon a development and collocation of circumstances tending to sustain the inferences necessary to support the verdict,glasser,1,62,69
the government frankly concedes that the case with respect to glasser depends in large part  upon a development and collocation of circumstances tending to sustain the inferences necessary to support the verdict,government,0,4,14
the government frankly concedes,government,0,4,14
the convictions of petitioners kretske and roth are in all respects upheld,petitioners,-1,19,30
the convictions of petitioners kretske and roth are in all respects upheld,kretske,-1,31,38
the convictions of petitioners kretske and roth are in all respects upheld,roth,-1,43,47
as director of community intensive training for youth city a program for underprivileged youth operated by central alabama community college cacc petitioner edward lane conducted an audit of the programs expenses and discovered that suzanne schmitz an alabama state representative on citys payroll had not been reporting for work,petitioner edward lane,1,146,168
lane eventually terminated schmitz employment,lane,-1,0,4
lane testified under subpoena regarding the events that led to his terminating schmitz,lane,-1,0,4
lane testified under subpoena regarding the events that led to his terminating schmitz,his,-1,63,66
respondent franks then caccs president terminated lane along with 28 other employees in a claimed effort to address the financial difficulties,lane,-1,50,54
respondent franks then caccs president terminated lane along with 28 other employees in a claimed effort to address the financial difficulties,respondent franks,-1,0,17
a few days later however franks rescinded all but 2 of the 29 terminations  those of lane and one other employee,lane,-1,85,89
a few days later however franks rescinded all but 2 of the 29 terminations  those of lane and one other employee,franks,-1,25,31
alleging that franks had violated the first amendment by firing him in retaliation for testifying against schmitz,him,-1,64,67
alleging that franks had violated the first amendment by firing him in retaliation for testifying against schmitz,franks,-1,14,20
lane sued franks in his individual and official capacities under 42 u s c §1983 alleging that franks had violated the first amendment by firing him in retaliation for testifying against schmitz,lane,1,0,4
lane sued franks in his individual and official capacities under 42 u s c §1983 alleging that franks had violated the first amendment by firing him in retaliation for testifying against schmitz,his,1,20,23
lane sued franks in his individual and official capacities under 42 u s c §1983 alleging that franks had violated the first amendment by firing him in retaliation for testifying against schmitz,him,1,144,147
lane sued franks in his individual and official capacities under 42 u s c §1983 alleging that franks had violated the first amendment by firing him in retaliation for testifying against schmitz,franks,-1,10,16
franks had violated the first amendment by firing him in retaliation for testifying against schmitz,franks,-1,0,6
the district court granted franks motion for summary judgment holding that the individualcapacity claims were barred by qualified immunity and the officialcapacity claims were barred by the eleventh amendment,franks,1,27,33
the district court granted franks motion for summary judgment holding,franks,1,27,33
it reasoned that lane spoke as an employee and not as a citizen because he acted pursuant to his official duties when he investigated and terminated schmitz employment,lane,1,17,21
it reasoned that lane spoke as an employee and not as a citizen because he acted pursuant to his official duties when he investigated and terminated schmitz employment,he,1,72,74
it reasoned that lane spoke as an employee and not as a citizen because he acted pursuant to his official duties when he investigated and terminated schmitz employment,his,1,93,96
it reasoned that lane spoke as an employee and not as a citizen because he acted pursuant to his official duties when he investigated and terminated schmitz employment,he,1,118,120
he acted pursuant to his official duties,he,1,0,2
he acted pursuant to his official duties,his,1,21,24
he investigated and terminated schmitz employment,he,1,0,2
lanes sworn testimony outside the scope of his ordinary job duties is entitled to first amendment protection,lanes,1,0,5
lanes sworn testimony outside the scope of his ordinary job duties is entitled to first amendment protection,his,1,43,46
lanes testimony is speech as a citizen on a matter of public concern,lanes,1,0,5
the eleventh circuit read garcetti far too broadly in holding that lane did not speak as a citizen when he testified simply because he learned of the subject matter of that testimony in the course of his employment,lane,-1,67,71
the eleventh circuit read garcetti far too broadly in holding that lane did not speak as a citizen when he testified simply because he learned of the subject matter of that testimony in the course of his employment,he,-1,104,106
the eleventh circuit read garcetti far too broadly in holding that lane did not speak as a citizen when he testified simply because he learned of the subject matter of that testimony in the course of his employment,his,-1,200,203
the eleventh circuit read garcetti far too broadly in holding that lane did not speak as a citizen when he testified simply because he learned of the subject matter of that testimony in the course of his employment,he,-1,132,134
he testified simply,he,1,0,2
he learned of the subject matter of that testimony in the course of his employment,he,1,0,2
he learned of the subject matter of that testimony in the course of his employment,his,1,68,71
respondents do not assert and cannot demonstrate any government interest that tips the balance in their favor  for instance evidence that lanes testimony was false or erroneous or that lane unnecessarily disclosed sensitive confidential or privileged information while testifying,lane,1,185,189
respondents do not assert and cannot demonstrate any government interest that tips the balance in their favor  for instance evidence that lanes testimony was false or erroneous or that lane unnecessarily disclosed sensitive confidential or privileged information while testifying,respondents,-1,0,11
respondents do not assert and cannot demonstrate any government interest that tips the balance in their favor  for instance evidence that lanes testimony was false or erroneous or that lane unnecessarily disclosed sensitive confidential or privileged information while testifying,their,-1,98,103
respondents do not assert and cannot demonstrate any government interest,respondents,-1,0,11
lanes testimony was false or erroneous,lanes,-1,0,5
lane unnecessarily disclosed sensitive confidential or privileged information,lane,-1,0,4
franks is entitled to qualified immunity for the claims against him in his individual capacity,franks,1,0,6
franks is entitled to qualified immunity for the claims against him in his individual capacity,his,1,71,74
franks is entitled to qualified immunity for the claims against him in his individual capacity,him,1,64,67
the question here is whether franks reasonably could have believed that when he fired lane a government employer could fire an employee because of testimony the employee gave under oath and outside the scope of his ordinary job responsibilities,lane,-1,86,90
the question here is whether franks reasonably could have believed that when he fired lane a government employer could fire an employee because of testimony the employee gave under oath and outside the scope of his ordinary job responsibilities,franks,1,29,35
the question here is whether franks reasonably could have believed that when he fired lane a government employer could fire an employee because of testimony the employee gave under oath and outside the scope of his ordinary job responsibilities,he,1,77,79
franks reasonably could have believed,franks,0,0,6
at the relevant time eleventh circuit precedent did not preclude franks from holding that belief and no decision of this court was sufficiently clear to cast doubt on controlling circuit precedent,franks,1,65,71
eleventh circuit precedent did not preclude franks from holding that belief,franks,1,44,50
any discrepancies in eleventh circuit precedent only serve to highlight the dispositive point that the question was not beyond debate at the time franks acted,franks,1,146,152
the question was not beyond debate at the time franks acted,franks,1,47,53
the eleventh circuit declined to consider the district courts dismissal of the claims against respondent burrow in her official capacity as caccs acting president and the parties have not asked this court to consider them here,respondent burrow,1,94,111
the eleventh circuit declined to consider the district courts dismissal of the claims against respondent burrow in her official capacity as caccs acting president and the parties have not asked this court to consider them here,her,1,115,118
the eleventh circuit declined to consider the district courts dismissal of the claims against respondent burrow in her official capacity as caccs acting president,respondent burrow,1,94,111
the eleventh circuit declined to consider the district courts dismissal of the claims against respondent burrow in her official capacity as caccs acting president,her,1,115,118
in his capacity as director lane was responsible for overseeing citys daytoday operations hiring and firing employees and making decisions with respect to the programs finances,his,1,3,6
in his capacity as director lane was responsible for overseeing citys daytoday operations hiring and firing employees and making decisions with respect to the programs finances,lane,1,28,32
lane was responsible for overseeing citys daytoday operations,lane,1,0,4
that prompted lane to conduct a comprehensive audit of the programs expenses,lane,1,14,18
the court concluded that lane spoke as an employee and not as a citizen because he was acting pursuant to his official duties when he investigated schmitz employment spoke with schmitz and cacc officials regarding the issue and terminated schmitz,lane,1,25,29
the court concluded that lane spoke as an employee and not as a citizen because he was acting pursuant to his official duties when he investigated schmitz employment spoke with schmitz and cacc officials regarding the issue and terminated schmitz,he,1,80,82
the court concluded that lane spoke as an employee and not as a citizen because he was acting pursuant to his official duties when he investigated schmitz employment spoke with schmitz and cacc officials regarding the issue and terminated schmitz,he,1,131,133
he was acting pursuant to his official duties,he,1,0,2
he was acting pursuant to his official duties,his,1,26,29
the eleventh circuit also concluded that even if    a constitutional violation of lanes first amendment rights occurred in these circumstances franks would be entitled to qualified immunity in his personal capacity because the right at issue had not been clearly established,lanes,-1,82,87
the eleventh circuit also concluded that even if    a constitutional violation of lanes first amendment rights occurred in these circumstances franks would be entitled to qualified immunity in his personal capacity because the right at issue had not been clearly established,franks,1,143,149
the eleventh circuit also concluded that even if    a constitutional violation of lanes first amendment rights occurred in these circumstances franks would be entitled to qualified immunity in his personal capacity because the right at issue had not been clearly established,his,1,193,196
a constitutional violation of lanes first amendment rights occurred in these circumstances,lanes,-1,30,35
in holding that lane did not speak as a citizen when he testified the eleventh circuit read garcetti far too broadly,lane,-1,16,20
in holding that lane did not speak as a citizen when he testified the eleventh circuit read garcetti far too broadly,he,-1,53,55
it reasoned that because lane learned of the subject matter of his testimony in the course of his employment with city garcetti requires that his testimony be treated as the speech of an employee rather than that of a citizen,lane,1,25,29
it reasoned that because lane learned of the subject matter of his testimony in the course of his employment with city garcetti requires that his testimony be treated as the speech of an employee rather than that of a citizen,his,1,63,66
it reasoned that because lane learned of the subject matter of his testimony in the course of his employment with city garcetti requires that his testimony be treated as the speech of an employee rather than that of a citizen,his,1,94,97
it reasoned that because lane learned of the subject matter of his testimony in the course of his employment with city garcetti requires that his testimony be treated as the speech of an employee rather than that of a citizen,his,1,142,145
lane learned of the subject matter of his testimony in the course of his employment with city garcetti,lane,1,0,4
lane learned of the subject matter of his testimony in the course of his employment with city garcetti,his,1,38,41
lane learned of the subject matter of his testimony in the course of his employment with city garcetti,his,1,69,72
his testimony be treated as the speech of an employee rather than that of a citizen,his,1,0,3
there is no evidence for example that lanes testimony at schmitz trials was false or erroneous or that lane unnecessarily disclosed any sensitive confidential or privileged information while testifying,lanes,1,38,43
lanes testimony at schmitz trials was false or erroneous,lanes,-1,0,5
lane unnecessarily disclosed any sensitive confidential or privileged information while testifying,lane,-1,0,4
respondent franks argues that even if lanes testimony is protected under the first amendment the claims against him in his individual capacity should be dismissed on the basis of qualified immunity,lanes,1,38,43
respondent franks argues that even if lanes testimony is protected under the first amendment the claims against him in his individual capacity should be dismissed on the basis of qualified immunity,him,1,112,115
respondent franks argues that even if lanes testimony is protected under the first amendment the claims against him in his individual capacity should be dismissed on the basis of qualified immunity,his,1,119,122
respondent franks argues that even if lanes testimony is protected under the first amendment the claims against him in his individual capacity should be dismissed on the basis of qualified immunity,respondent franks,-1,0,17
lanes testimony is protected under the first amendment,lanes,1,0,5
eleventh circuit precedent did not preclude franks from reasonably holding that belief,franks,-1,44,50
but both cases must be read together with morris which reasoned  in declining to afford first amendment protection  that the plaintiffs decision to testify was motivated solely by his desire to comply with a subpoena,plaintiffs,1,125,135
but both cases must be read together with morris which reasoned  in declining to afford first amendment protection  that the plaintiffs decision to testify was motivated solely by his desire to comply with a subpoena,his,1,180,183
the plaintiffs decision to testify was motivated solely by his desire to comply with a subpoena,plaintiffs,1,4,14
the plaintiffs decision to testify was motivated solely by his desire to comply with a subpoena,his,1,59,62
franks was thus entitled to rely on morris when he fired lane,lane,-1,57,61
franks was thus entitled to rely on morris when he fired lane,franks,1,0,6
franks was thus entitled to rely on morris when he fired lane,he,1,48,50
franks was thus entitled to rely on morris,franks,1,0,6
lane argues that morris is inapplicable because it distinguished martinez suggesting that martinez survived morris,lane,1,0,4
lane argues that morris is inapplicable,lane,1,0,4
there is no doubt that the eleventh circuit incorrectly concluded that lanes testimony was not entitled to first amendment protection,lanes,1,71,76
lanes testimony was not entitled to first amendment protection,lanes,1,0,5
lanes speech is entitled to first amendment protection but because respondent franks is entitled to qualified immunity we affirm the judgment of the eleventh circuit as to the claims against franks in his individual capacity,lanes,-1,0,5
lanes speech is entitled to first amendment protection but because respondent franks is entitled to qualified immunity we affirm the judgment of the eleventh circuit as to the claims against franks in his individual capacity,franks,1,78,84
lanes speech is entitled to first amendment protection but because respondent franks is entitled to qualified immunity we affirm the judgment of the eleventh circuit as to the claims against franks in his individual capacity,his,1,201,204
lanes speech is entitled to first amendment protection,lanes,1,0,5
respondent franks is entitled to qualified immunity,respondent franks,1,0,17
maurice thomas testified that he saw the attack identified some petitioners as participants and later overheard petitioner catlett say that they “had to kill her,petitioners,-1,64,75
maurice thomas testified that he saw the attack identified some petitioners as participants and later overheard petitioner catlett say that they “had to kill her,catlett,-1,123,130
maurice thomas testified that he saw the attack identified some petitioners as participants and later overheard petitioner catlett say that they “had to kill her,they,-1,140,144
they “had to kill her,they,-1,0,4
carrie eleby and linda jacob stestified that they heard screams coming from an alley where a “gang of boys was beating someone near a garage approached the groupand saw some petitioners participating in the attack,petitioners,-1,174,185
finally the government played a videotape of petitioner yarboroughs statement to detectives describing how he was part of a large group that carried out the attack,petitioner yarboroughs,-1,45,67
finally the government played a videotape of petitioner yarboroughs statement to detectives describing how he was part of a large group that carried out the attack,he,-1,107,109
finally the government played a videotape of petitioner yarboroughs statement to detectives describing how he was part of a large group that carried out the attack,government,1,12,22
none of the defendants rebutted the prosecution witnesses claims that fuller was killed in a group attack,defendants,1,12,22
so he was contrary to his attorneys advice subject to mandatory deportation as a result of that plea,he,-1,3,5
so he was contrary to his attorneys advice subject to mandatory deportation as a result of that plea,his,-1,22,25
so he was contrary to his attorneys advice subject to mandatory deportation as a result of that plea,attorneys,0,26,35
